country,year,indicator,value,source,jeu_donnees,source_file,theme,sub_dataset,region,area,network_type
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,,,
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,,,
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Low-income,,28.3
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Low-income,,10.799999999999995
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Low-income,,3.5
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Low-income,,48.5
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Lower-middle-income,,2.299999999999997
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Lower-middle-income,,3.6000000000000085
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Lower-middle-income,,35.4
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Lower-middle-income,,57.6
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Upper-middle-income,,0.5999999999999943
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Upper-middle-income,,1.5
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Upper-middle-income,,65.2
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,Upper-middle-income,,32.3
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,High-income,,0.7000000000000028
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,High-income,,0.0999999999999943
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,High-income,,83.8
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,High-income,,15.0
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,,,
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,,,
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,,,
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,,,
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LDCs,,17.60000000000001
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LDCs,,8.899999999999991
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LDCs,,5.7
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LDCs,,61.39999999999999
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LLDCs,,24.700000000000003
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LLDCs,,10.099999999999994
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LLDCs,,9.7
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,LLDCs,,51.6
,,,3G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,SIDS,,14.700000000000005
,,,2G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,SIDS,,6.700000000000003
,,,5G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,SIDS,,26.9
,,,4G,ITU,16- MobCoverage02,16- MobCoverage02.csv,MobCoverage,MobCoverage,SIDS,,43.2
,,,52.5,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Rural,4G
,,,5.200000000000003,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Rural,2G
,,,29.2,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Rural,5G
,,,8.099999999999994,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Rural,3G
,,,32.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Urban,4G
,,,0.0999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Urban,2G
,,,67.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Urban,5G
,,,0.8000000000000114,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,World,Urban,3G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,4G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,2G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,5G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,3G
,,,49.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Rural,4G
,,,14.099999999999994,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Rural,2G
,,,0.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Rural,5G
,,,25.6,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Rural,3G
,,,73.39999999999999,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Urban,4G
,,,0.0999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Urban,2G
,,,25.2,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Urban,5G
,,,1.3000000000000114,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Africa,Urban,3G
,,,41.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Rural,4G
,,,6.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Rural,2G
,,,30.7,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Rural,5G
,,,4.400000000000006,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Rural,3G
,,,28.099999999999994,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Urban,4G
,,,0.2999999999999971,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Urban,2G
,,,70.4,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Urban,5G
,,,1.2000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Americas,Urban,3G
,,,68.7,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Rural,4G
,,,5.699999999999989,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Rural,2G
,,,0.8,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Rural,5G
,,,18.40000000000001,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Rural,3G
,,,77.8,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Urban,4G
,,,0.4000000000000057,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Urban,2G
,,,20.7,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Urban,5G
,,,1.0999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Arab States,Urban,3G
,,,53.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Rural,4G
,,,2.5,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Rural,2G
,,,41.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Rural,5G
,,,1.0999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Rural,3G
,,,17.39999999999999,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Urban,4G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Urban,2G
,,,81.9,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Urban,5G
,,,0.7000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Asia-Pacific,Urban,3G
,,,83.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Rural,4G
,,,4.599999999999994,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Rural,2G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Rural,5G
,,,9.600000000000009,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Rural,3G
,,,81.9,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Urban,4G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Urban,2G
,,,18.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Urban,5G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,CIS,Urban,3G
,,,51.2,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Rural,4G
,,,1.4000000000000057,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Rural,2G
,,,45.8,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Rural,5G
,,,0.5999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Rural,3G
,,,19.40000000000001,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Urban,4G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Urban,2G
,,,80.6,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Urban,5G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Europe,Urban,3G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,4G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,2G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,5G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,3G
,,,30.4,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Rural,4G
,,,16.599999999999994,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Rural,2G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Rural,5G
,,,39.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Rural,3G
,,,81.4,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Urban,4G
,,,0.2000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Urban,2G
,,,9.8,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Urban,5G
,,,8.599999999999994,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Low-income,Urban,3G
,,,66.4,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Rural,4G
,,,4.1000000000000085,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Rural,2G
,,,22.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Rural,5G
,,,3.3999999999999915,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Rural,3G
,,,45.2,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Urban,4G
,,,0.2000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Urban,2G
,,,53.7,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Urban,5G
,,,0.8999999999999915,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Lower-middle-income,Urban,3G
,,,40.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Rural,4G
,,,2.5999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Rural,2G
,,,51.9,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Rural,5G
,,,1.7000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Rural,3G
,,,28.700000000000003,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Urban,4G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Urban,2G
,,,71.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Urban,5G
,,,0.2000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,Upper-middle-income,Urban,3G
,,,35.7,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Rural,4G
,,,0.9000000000000057,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Rural,2G
,,,57.7,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Rural,5G
,,,3.6999999999999886,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Rural,3G
,,,10.5,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Urban,4G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Urban,2G
,,,89.5,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Urban,5G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,High-income,Urban,3G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,4G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,2G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,5G
,,,,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,,,3G
,,,49.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Rural,4G
,,,14.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Rural,2G
,,,0.0,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Rural,5G
,,,26.800000000000004,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Rural,3G
,,,82.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Urban,4G
,,,0.0999999999999943,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Urban,2G
,,,15.4,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Urban,5G
,,,2.200000000000003,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LDCs,Urban,3G
,,,43.3,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Rural,4G
,,,14.899999999999991,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Rural,2G
,,,0.1,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Rural,5G
,,,36.00000000000001,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Rural,3G
,,,68.80000000000001,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Urban,4G
,,,0.2000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Urban,2G
,,,29.6,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Urban,5G
,,,1.3999999999999917,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,LLDCs,Urban,3G
,,,42.5,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Rural,4G
,,,16.799999999999997,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Rural,2G
,,,2.8,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Rural,5G
,,,15.5,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Rural,3G
,,,43.6,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Urban,4G
,,,0.7000000000000028,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Urban,2G
,,,41.4,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Urban,5G
,,,14.200000000000005,ITU,17- MobCoverage03,17- MobCoverage03.csv,MobCoverage,MobCoverage,SIDS,Urban,3G
,,,World,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,10.200000000000005
,,,,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,
,,,Africa,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,25.0
,,,Americas,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,23.599999999999994
,,,Arab States,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,12.099999999999994
,,,Asia-Pacific,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,4.900000000000006
,,,CIS,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,7.099999999999994
,,,Europe,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,2.4000000000000057
,,,,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,
,,,Low-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,30.5
,,,Lower-middle-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,7.900000000000006
,,,Upper-middle-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,6.099999999999994
,,,High-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,2.9000000000000057
,,,,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,
,,,LDCs,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,24.099999999999994
,,,LLDCs,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,20.599999999999994
,,,SIDS,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Rural,,39.2
,,,World,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0999999999999943
,,,,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,
,,,Africa,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0999999999999943
,,,Americas,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.2999999999999971
,,,Arab States,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.4000000000000057
,,,Asia-Pacific,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0
,,,CIS,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0
,,,Europe,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0
,,,,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,
,,,Low-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.2000000000000028
,,,Lower-middle-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.2000000000000028
,,,Upper-middle-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0
,,,High-income,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0
,,,,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,
,,,LDCs,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.0999999999999943
,,,LLDCs,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.2000000000000028
,,,SIDS,ITU,19-MobCoverage04_alt,19-MobCoverage04_alt.csv,MobCoverage,MobCoverage,Urban,,0.7999999999999972
World,,79.7,67.6,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
,,,,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Africa,,66.23359166383412,37.5,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Americas,,88.77992367524055,86.5,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Arab States,,83.06562076204223,69.6,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Asia-Pacific,,76.89037660532378,66.1,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
CIS,,94.41378234364804,91.5,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Europe,,95.28461949984548,91.2,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Low-income,,56.1832558366941,26.5,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Lower-middle-income,,72.02706732840112,54.0,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
Upper-middle-income,,84.16272990014507,80.7,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
High-income,,96.09199033568142,93.4,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
LDCs,,62.81884438845204,35.0,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
LLDCs,,64.55778222303529,39.4,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
SIDS,,75.01836497991918,64.8,ITU,Mobileownership01,Mobileownership01.csv,MobileOwnership,MobileOwnership,,,
2024,,0.9338149000999918,World,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.9089618150957424,World,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,,,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,,,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.8074391109406239,Africa,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.7757533455354895,Africa,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,1.0136472229763616,Americas,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.991677085897839,Americas,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.9017917319222668,Arab States,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.9053470588487692,Arab States,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.9237853511080965,Asia-Pacific,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.88898900341299,Asia-Pacific,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.9943100900389932,CIS,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.975227779424214,CIS,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.9960178352139034,Europe,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.9850990775050976,Europe,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.7189213217699646,Low-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.6717842211246575,Low-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.8587872687311962,Lower-middle-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.8206531907973994,Lower-middle-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.975437752712308,Upper-middle-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
